0	1	2
All of us play the piano.	私たちはピアノをひきます。	CC-BY 2.0 (France) Attribution: tatoeba.org #4733653 (CK) & #3455888 (tomo)
If you go around eight, you might meet him.	８時にいけば彼に会えるかもしれない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2719933 (WestofEden) & #234940 (e4zh1nmcz)
Do you understand me?	僕の言うことわかりますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #403046 (Ramses) & #1770363 (mookeee)
Tom has some food allergies, so he has to be careful about what he eats.	トムは食物アレルギーがあるので、食べる物に気をつけなければいけない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1847715 (CK) & #2152102 (bunbuku)
We have to pay taxes by March 15.	私たちは３月１５日までに税金を払わなければならない。	CC-BY 2.0 (France) Attribution: tatoeba.org #247826 (CM) & #166676 (bunbuku)
I hear that there are people in Japan that keep penguins as pets.	日本にはペンギンを飼っている人がいるらしい。	CC-BY 2.0 (France) Attribution: tatoeba.org #8200810 (CK) & #2726808 (tommy_san)
Is there a MacDonald's around here?	この辺にマクドナルドはありますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #4329027 (monahxo) & #8755639 (bunbuku)
Tom asked somebody else to do it.	トムは誰か別の人にそれをやるようにお願いした。	CC-BY 2.0 (France) Attribution: tatoeba.org #7519244 (CK) & #8762021 (small_snow)
My primary concern is your safety.	私の主たる関心事はあなたの身の安全なのです。	CC-BY 2.0 (France) Attribution: tatoeba.org #251103 (CK) & #163409 (arnab)
She looks odd in those clothes.	その服を着た彼女はおかしく見える。	CC-BY 2.0 (France) Attribution: tatoeba.org #311363 (CK) & #1227320 (bunbuku)
He has a big mouth.	彼は口が軽い。	CC-BY 2.0 (France) Attribution: tatoeba.org #293248 (CK) & #2295512 (bunbuku)
It used to be taboo for women to smoke.	かつて女性の喫煙はタブー視されていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1386820 (Spamster) & #2495354 (tommy_san)
Take off your cap.	帽子を脱ぎなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #321124 (CK) & #82592 (bunbuku)
He drives his own car.	彼は自分の車を運転する。	CC-BY 2.0 (France) Attribution: tatoeba.org #298454 (CK) & #2349410 (hutian)
As far as I am concerned, I have no objection to the plan.	私に関する限り、その計画には反対ではありません。	CC-BY 2.0 (France) Attribution: tatoeba.org #250078 (CM) & #164431 (arnab)
Smoking in a car with a child under 16 is against the law.	16歳以下の子供を車に乗せて喫煙することは法律違反です。	CC-BY 2.0 (France) Attribution: tatoeba.org #3386905 (patgfisher) & #3388459 (e4zh1nmcz)
You don't sound convinced.	まだ納得していないようだね。	CC-BY 2.0 (France) Attribution: tatoeba.org #2274014 (CK) & #3362240 (arnab)
I do not like mathematics very much.	数学はあまり好きではありません。	CC-BY 2.0 (France) Attribution: tatoeba.org #271008 (CK) & #143559 (mookeee)
My parents are both dead.	私の両親は両方とも亡くなりました。	CC-BY 2.0 (France) Attribution: tatoeba.org #675655 (CK) & #1088548 (bunbuku)
We insist that a meeting be held as soon as possible.	会合をできる限り早急に開催することを我々は要求する。	CC-BY 2.0 (France) Attribution: tatoeba.org #22425 (CK) & #185293 (bunbuku)
He picked up the book.	彼はその本を拾い上げた。	CC-BY 2.0 (France) Attribution: tatoeba.org #291280 (CK) & #112397 (bunbuku)
The doctor contemplated the difficult operation.	医師は難しい手術についてじっくり考えた。	CC-BY 2.0 (France) Attribution: tatoeba.org #28098 (CK) & #190938 (bunbuku)
I can't play tennis as well as Tom.	トムのように上手にテニスができません。	CC-BY 2.0 (France) Attribution: tatoeba.org #255291 (CK) & #1170971 (bunbuku)
He sent me a letter to the effect that his poultry farm would go bankrupt sooner or later.	養鶏業は遅かれ早かれ破産するだろうという旨の手紙を彼は私によこした。	CC-BY 2.0 (France) Attribution: tatoeba.org #324936 (CM) & #78780 (mookeee)
You can't erase the past.	過去は消せない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1112564 (Scott) & #1114392 (mookeee)
Never again did she enter the house.	２度と彼女はその家の敷居をまたがなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #72799 (CM) & #235421 (arnab)
She likes music very much.	彼女は音楽が大好きです。	CC-BY 2.0 (France) Attribution: tatoeba.org #312735 (CK) & #90977 (bunbuku)
What is he driving at?	彼は何を言いたいのでしょうか。	CC-BY 2.0 (France) Attribution: tatoeba.org #294314 (CK) & #1370649 (bunbuku)
It's an area with a lot of new houses.	そこは新しい家がたくさんあるエリアです。	CC-BY 2.0 (France) Attribution: tatoeba.org #7896141 (CK) & #7897646 (Ninja)
Tom is lying on his back.	トムは仰向けになっている。	CC-BY 2.0 (France) Attribution: tatoeba.org #1956372 (CK) & #2526884 (tommy_san)
Where is the nearest police station?	最寄りの警察署はどこですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #243721 (CK) & #170759 (Blanka_Meduzo)
You don't have to go unless you want to.	君が行きたくないなら行く必要はない。	CC-BY 2.0 (France) Attribution: tatoeba.org #17865 (CK) & #179009 (bunbuku)
The lake is deepest here.	湖はここが一番深い。	CC-BY 2.0 (France) Attribution: tatoeba.org #239981 (CK) & #174488 (mookeee)
Years ago, when Tom's children were young, he used to take a lot of pictures.	何年も前、子どもたちが小さかったころ、トムはたくさんの写真を撮ったものだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1103684 (CK) & #1144523 (mookeee)
It's your turn to speak.	君が話す番だよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #4368256 (AlanF_US) & #8733008 (small_snow)
That's strange.	変ですね。	CC-BY 2.0 (France) Attribution: tatoeba.org #320326 (CK) & #83391 (bunbuku)
I don't think that she will come.	彼女は来ないと思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #317354 (CK) & #86357 (bunbuku)
Tom looked well.	トムは元気そうだった。	CC-BY 2.0 (France) Attribution: tatoeba.org #3171247 (CK) & #4292437 (Nicky)
Give me that.	それ取って。	CC-BY 2.0 (France) Attribution: tatoeba.org #2245526 (CK) & #2419786 (tommy_san)
Are they Japanese or Chinese?	彼らは日本人ですか、それとも中国人ですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #307283 (CK) & #96422 (wakatyann630)
He was cheating.	彼は浮気していた。	CC-BY 2.0 (France) Attribution: tatoeba.org #303281 (CK) & #100417 (bunbuku)
We talked about a variety of topics.	話題は多様多種だった。	CC-BY 2.0 (France) Attribution: tatoeba.org #326579 (CK) & #77140 (mookeee)
She wants to know who sent the flowers.	彼女はだれが花を贈ってくれたのか知りたがっている。	CC-BY 2.0 (France) Attribution: tatoeba.org #1396235 (CK) & #92136 (mookeee)
Do you have a stomachache?	お腹痛いの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2786926 (CK) & #2771616 (tommy_san)
She screamed with terror.	彼女は恐怖で悲鳴をあげた。	CC-BY 2.0 (France) Attribution: tatoeba.org #313244 (CK) & #90468 (bunbuku)
I am eating an apple.	りんごを食べています。	CC-BY 2.0 (France) Attribution: tatoeba.org #29612 (CK) & #192448 (bunbuku)
The progress of civilization is very rapid.	文明の進歩がとても速い。	CC-BY 2.0 (France) Attribution: tatoeba.org #320067 (CM) & #83649 (mookeee)
That's a hair-raising thought.	それは身の毛のよだつ思いだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #373356 (CM) & #373355 (mookeee)
Tom doesn't know how to say what he wants to say in French.	トムは自分の言いたいことをフランス語でどう言えばいいのか分からない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1026108 (CK) & #1078962 (thyc244)
You are foolish to say such a thing.	そんなことを言うなんて君はばかだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #41594 (CK) & #204352 (mookeee)
I visited the town for the first time in a long time.	私は久しぶりにその町を訪ねた。	CC-BY 2.0 (France) Attribution: tatoeba.org #256830 (Shiawase) & #157701 (bunbuku)
What does she have?	彼女は何を持っていますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #312812 (CK) & #90902 (bunbuku)
Is he Tom?	彼はトムですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #6196259 (CK) & #7422040 (Ninja)
I've already told Tom I plan on staying in Boston for three more weeks.	もう3週間ボストンに滞在する予定だという事をもうトムに話したよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #6781653 (CK) & #8576117 (small_snow)
I'm angry with you.	私はあなたに怒っているんです。	CC-BY 2.0 (France) Attribution: tatoeba.org #3853788 (CK) & #2060591 (bunbuku)
Come back.	戻っておいで。	CC-BY 2.0 (France) Attribution: tatoeba.org #1972611 (CK) & #3488008 (arnab)
Do you have anything hot to drink?	何か温かい飲み物はありますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #570266 (CK) & #1173603 (bunbuku)
Not knowing her telephone number, I couldn't call her.	彼女の電話番号を知らなかったので、私は電話をかけられなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #309582 (CM) & #94123 (bunbuku)
Tom is working in Boston.	トムはボストンで働いている。	CC-BY 2.0 (France) Attribution: tatoeba.org #6272078 (CK) & #2674993 (tommy_san)
The police managed to track down the owner of the car.	警察は車の持ち主を何とか突きとめることができた。	CC-BY 2.0 (France) Attribution: tatoeba.org #238301 (CK) & #176164 (bunbuku)
I promise you I'll come early.	すぐ行くと約束します。	CC-BY 2.0 (France) Attribution: tatoeba.org #953574 (CK) & #2349394 (hutian)
She's unconscious.	意識がありません。	CC-BY 2.0 (France) Attribution: tatoeba.org #1260123 (Scott) & #191047 (bunbuku)
Can I stay here with you?	君と一緒にここに居てもいいかい？	CC-BY 2.0 (France) Attribution: tatoeba.org #8586760 (CK) & #8586797 (small_snow)
Are you interested in Japanese music?	日本の音楽には興味がありますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #281341 (CK) & #122661 (arnab)
May I have your name, please?	お名前をお願いします。	CC-BY 2.0 (France) Attribution: tatoeba.org #63911 (CK) & #226565 (mookeee)
He will come.	彼は来るだろう。	CC-BY 2.0 (France) Attribution: tatoeba.org #304552 (CK) & #99147 (bunbuku)
Tom has moved.	トムは引っ越した。	CC-BY 2.0 (France) Attribution: tatoeba.org #6713454 (CK) & #6706361 (Rabbit)
My headache has gone.	頭痛が無くなった。	CC-BY 2.0 (France) Attribution: tatoeba.org #280175 (CK) & #123818 (bunbuku)
I'm too excited to sleep.	興奮しすぎて眠れない。	CC-BY 2.0 (France) Attribution: tatoeba.org #2545268 (CK) & #3320957 (Tadafumi)
We had a really good time.	私たちは素晴らしい時を過ごした。	CC-BY 2.0 (France) Attribution: tatoeba.org #1056821 (CK) & #165504 (bunbuku)
The speed of an airplane is much greater than that of a helicopter.	飛行機の速度はヘリコプターよりはるかに速い。	CC-BY 2.0 (France) Attribution: tatoeba.org #318022 (CM) & #1112726 (mookeee)
There was a brief break in the discussion.	話し合いはちょっと中断した。	CC-BY 2.0 (France) Attribution: tatoeba.org #326537 (CK) & #77182 (mookeee)
Aren't you able to speak French?	フランス語喋れないのか？	CC-BY 2.0 (France) Attribution: tatoeba.org #6099776 (CK) & #2591971 (OrangeTart)
I think that that's a good idea.	それはいい考えだと思います。	CC-BY 2.0 (France) Attribution: tatoeba.org #8039780 (CK) & #2121372 (bunbuku)
When are you planning to tie the knot?	いつ結婚するつもりなの。	CC-BY 2.0 (France) Attribution: tatoeba.org #66027 (CK) & #228668 (tommy__san)
Did you find Tom?	トムは見つかった？	CC-BY 2.0 (France) Attribution: tatoeba.org #1886158 (CK) & #8727078 (small_snow)
When I heard it, I was dumbfounded.	私は呆気にとられた。	CC-BY 2.0 (France) Attribution: tatoeba.org #261702 (CM) & #152845 (bunbuku)
I major in economics.	経済学を専攻しています。	CC-BY 2.0 (France) Attribution: tatoeba.org #238003 (CK) & #176461 (small_snow)
I paid about 50 bucks.	私はおよそ５０ドル払った。	CC-BY 2.0 (France) Attribution: tatoeba.org #453050 (FeuDRenais) & #161265 (bunbuku)
Do you know how to use this machine?	この機械の使い方分かりますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #59820 (CK) & #2835327 (tommy_san)
Cool down.	頭を冷やせ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1860739 (CK) & #123833 (bunbuku)
I didn't actually forget my camera. I just didn't want to take pictures.	本当はカメラを忘れたのではなかった。ただ写真を撮りたくなかっただけだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1975688 (CK) & #2109994 (bunbuku)
There were a hat and a coat on the wall.	壁に帽子とコートがかかっていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #320260 (CK) & #83456 (bunbuku)
Let's change the topic.	話題変えよう。	CC-BY 2.0 (France) Attribution: tatoeba.org #2944128 (CK) & #3717895 (tommy_san)
He is by nature a generous person.	彼は生まれつき寛大な人だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #300444 (CM) & #103249 (mookeee)
Is it already open?	もう開店してる？	CC-BY 2.0 (France) Attribution: tatoeba.org #3059018 (CM) & #8714276 (bunbuku)
Please wait a moment.	しばらくお待ちください。	CC-BY 2.0 (France) Attribution: tatoeba.org #430067 (witbrock) & #1401160 (bunbuku)
What is going on here?	ここで何が起こっているのですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #1886729 (CK) & #224576 (bunbuku)
He accepted his appointment as chairman.	彼は議長の職に就くことを受諾した。	CC-BY 2.0 (France) Attribution: tatoeba.org #295167 (CK) & #108519 (bunbuku)
Tom is three years older than I am, but he's shorter than I am.	トムは僕より3才年上だが、僕よりも背が低い。	CC-BY 2.0 (France) Attribution: tatoeba.org #4785512 (CK) & #4796015 (wat)
He asked his friends for help.	彼は友達に助けを求めた。	CC-BY 2.0 (France) Attribution: tatoeba.org #404173 (CK) & #99289 (bunbuku)
Could you share your honest opinion on this issue?	本件についての率直なご意見をお聞かせください。	CC-BY 2.0 (France) Attribution: tatoeba.org #322130 (CM) & #81585 (tommy__san)
I couldn't hear anything.	何も聞こえなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #7460961 (CK) & #7463932 (Ninja)
Be careful. The floor is slippery.	床滑るから気をつけてね。	CC-BY 2.0 (France) Attribution: tatoeba.org #3550128 (CK) & #3548520 (tommy_san)
I couldn't help falling asleep.	わたしは眠気を我慢できなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #39828 (CK) & #1147817 (mookeee)
I didn't want to split up with Mary.	メアリーとは別れたくなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #2291240 (CK) & #8604859 (bunbuku)
I'll be there soon.	すぐ参ります。	CC-BY 2.0 (France) Attribution: tatoeba.org #1280493 (CK) & #214787 (bunbuku)
Tom didn't go to school.	トムは学校に行かなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1094777 (CK) & #8658810 (bunbuku)
Tom put some salt on his eggs.	トムは卵に塩をかけた。	CC-BY 2.0 (France) Attribution: tatoeba.org #1164292 (CK) & #2858266 (tommy_san)
Tom is taking a bath now.	トムは今お風呂に入っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #1024845 (CK) & #2526924 (tommy_san)
After a ten-minute break, we resumed our rehearsal.	１０分休憩してからまたリハーサルを続けました。	CC-BY 2.0 (France) Attribution: tatoeba.org #73375 (CK) & #235992 (mookeee)
He is about your age.	彼は大体あなたぐらいの年齢です。	CC-BY 2.0 (France) Attribution: tatoeba.org #301315 (CK) & #102379 (bunbuku)
Thank you for the help.	手伝ってくれてありがとう。	CC-BY 2.0 (France) Attribution: tatoeba.org #2646007 (CK) & #4478287 (tommy_san)
They are a good couple.	彼らは似合いのカップルだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #305577 (CK) & #96949 (arnab)
Both Tom and I were tired.	トムも私も疲れていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #6220772 (CK) & #8662757 (bunbuku)
I'm so sorry.	本当にごめんなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #953853 (CK) & #3621720 (arnab)
I moved last month.	先月引っ越しました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1174276 (CK) & #1174266 (bunbuku)
Like father, like son.	この親にしてこの子あり。	CC-BY 2.0 (France) Attribution: tatoeba.org #2345 (brauliobezerra) & #220068 (bunbuku)
During the game, it suddenly began to rain and it thundered, too.	試合の途中で突然雨が降ってきて、雷まで鳴りだした。	CC-BY 2.0 (France) Attribution: tatoeba.org #867799 (CK) & #867795 (bunbuku)
Why don't you believe me?	どうして信じてくれないの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2402215 (CK) & #2533641 (tommy_san)
I am no longer a child.	もう子供じゃないよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #255774 (CK) & #4307489 (Nicky)
He's a baseball player.	彼は野球選手だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1396197 (CK) & #99428 (mookeee)
Tom, are you okay?	トム、大丈夫？	CC-BY 2.0 (France) Attribution: tatoeba.org #1874307 (CK) & #2739688 (tommy_san)
He saw her and blushed.	彼女を見て彼は顔を赤らめた。	CC-BY 2.0 (France) Attribution: tatoeba.org #317593 (Eldad) & #1152896 (mookeee)
I want a chair.	椅子が一つ欲しい。	CC-BY 2.0 (France) Attribution: tatoeba.org #2011291 (CK) & #3552046 (arnab)
My back still hurts.	背中がまだ痛みます。	CC-BY 2.0 (France) Attribution: tatoeba.org #282462 (CK) & #121543 (bunbuku)
You can go anywhere you want.	何処にだって好きな所へ行けるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #24536 (CK) & #187399 (bunbuku)
Could you lower your voice?	声を小さくしてくださいませんか？	CC-BY 2.0 (France) Attribution: tatoeba.org #2951601 (CK) & #2988592 (Fukuko)
He was in good health last summer.	彼は去年の夏は健康だった。	CC-BY 2.0 (France) Attribution: tatoeba.org #295262 (CK) & #108424 (bunbuku)
Charge it to my account.	私の勘定につけておいてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #250616 (CK) & #163894 (bunbuku)
Where is the tourist information office?	観光案内所はどこですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #20924 (CK) & #183801 (bunbuku)
Nobody's taking a bath right now.	お風呂空いてるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2733564 (CK) & #2469523 (tommy_san)
You can't miss it.	すぐわかりますよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #52103 (CK) & #214809 (bunbuku)
What was I talking about?	何の話をしてたんだっけ？	CC-BY 2.0 (France) Attribution: tatoeba.org #3181257 (CK) & #3616249 (arnab)
Wait a minute.	ちょっと待って。	CC-BY 2.0 (France) Attribution: tatoeba.org #697243 (rpglover64) & #1064324 (bunbuku)
Is Tom a common name in Australia?	トムって、オーストラリアではよくある名前なの？	CC-BY 2.0 (France) Attribution: tatoeba.org #6437134 (CK) & #8737895 (bunbuku)
She was injured in the car accident.	彼女はその自動車事故で負傷した。	CC-BY 2.0 (France) Attribution: tatoeba.org #311276 (CK) & #92435 (bunbuku)
She didn't even try to help.	彼女は彼を助けようともしなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #887073 (CK) & #1490504 (bunbuku)
We're staying with Tom.	僕らはトムと一緒に泊まってます。	CC-BY 2.0 (France) Attribution: tatoeba.org #7976634 (CK) & #7977671 (Ninja)
Are you still living with your mom?	今もお母さんと一緒に住んでるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #3177275 (Hybrid) & #8819447 (bunbuku)
Don't be unkind to your friends.	友達に意地悪をしてはいけません。	CC-BY 2.0 (France) Attribution: tatoeba.org #324407 (CK) & #79310 (bunbuku)
I wish I were dead.	死んじゃいたい。	CC-BY 2.0 (France) Attribution: tatoeba.org #2548827 (CK) & #2560309 (OrangeTart)
Women seem to like him for some reason.	どういう理由だか女達は彼が好きなようだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1601357 (Spamster) & #1619838 (mookeee)
Nothing happened.	何事も起こらなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #24616 (CK) & #187479 (mookeee)
I heard about the problems Tom caused.	トムが起こした問題について聞きました。	CC-BY 2.0 (France) Attribution: tatoeba.org #1887398 (CK) & #2183388 (bunbuku)
The weather forecast isn't necessarily reliable.	天気予報は必ずしも当てになるとは限らない。	CC-BY 2.0 (France) Attribution: tatoeba.org #7492920 (CK) & #125074 (bunbuku)
Wait up.	待って！	CC-BY 2.0 (France) Attribution: tatoeba.org #2954108 (CK) & #1507521 (bunbuku)
I didn't see it.	わたしはそれを見ていません。	CC-BY 2.0 (France) Attribution: tatoeba.org #680107 (Source_VOA) & #1131248 (bunbuku)
Be on time.	時間に遅れないで。	CC-BY 2.0 (France) Attribution: tatoeba.org #2244995 (CK) & #3488253 (arnab)
Tom regained his balance.	トムはバランスを取り戻した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1093082 (CK) & #1627146 (mookeee)
There were lots of fireflies.	たくさんの蛍がいたよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #6973351 (Hybrid) & #8823604 (small_snow)
She did not forget his kindness as long as she lived.	生きているかぎり彼女は彼の親切を忘れなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #271718 (CK) & #142851 (mookeee)
Don't let Tom talk to anyone.	トムには誰とも話をさせるな。	CC-BY 2.0 (France) Attribution: tatoeba.org #1860446 (CK) & #2075874 (bunbuku)
The girl insisted on going shopping with her mother.	その女の子は母親と買い物に行くと言って聞かなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #46627 (CK) & #209366 (bunbuku)
It's just started raining.	たった今雨が降り始めた。	CC-BY 2.0 (France) Attribution: tatoeba.org #6151700 (CK) & #203586 (arnab)
We were crowded into the small room.	われわれは狭い部屋に詰め込まれた。	CC-BY 2.0 (France) Attribution: tatoeba.org #28809 (CK) & #191646 (tommy__san)
It is often difficult to see if a ball is in or out.	打球がインかアウトかを判定するのは難しいことが多い。	CC-BY 2.0 (France) Attribution: tatoeba.org #275211 (CK) & #138024 (bunbuku)
My husband is a very good cook.	私の夫はとても料理が上手です。	CC-BY 2.0 (France) Attribution: tatoeba.org #251602 (CK) & #162911 (bunbuku)
Have you actually ever tried it?	今まで実際にそれを試したことがありますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #1975681 (CK) & #2045937 (bunbuku)
Did you get your wish?	願いがかないましたか。	CC-BY 2.0 (France) Attribution: tatoeba.org #20743 (CK) & #183621 (bunbuku)
Do you promise not to tell anybody anything?	誰にも何も言わないと誓いますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #6833819 (CK) & #6832841 (tsukimori)
"How do you go to school? ""By bus."""	「どのように登校しているのですか」「バスです」	CC-BY 2.0 (France) Attribution: tatoeba.org #73833 (CK) & #236484 (mookeee)
Tom hasn't cooked the eggs yet.	トムはまだ卵料理を作ってないんだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1742767 (Amastan) & #8857815 (bunbuku)
It seems unlikely that the train will arrive on time.	列車は定時に到着しそうに思われない。	CC-BY 2.0 (France) Attribution: tatoeba.org #326256 (CK) & #77463 (arnab)
That isn't my problem.	私の問題じゃないし。	CC-BY 2.0 (France) Attribution: tatoeba.org #1897754 (CK) & #8523336 (small_snow)
The man couldn't so much as write his own name.	その男は自分の名前さえ書けなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #45298 (CK) & #208041 (arnab)
He often comes late.	彼は度々遅れてきます。	CC-BY 2.0 (France) Attribution: tatoeba.org #301849 (CK) & #101844 (bunbuku)
Would you like me to help you with washing the dishes?	お皿を洗うのを手伝いましょうか。	CC-BY 2.0 (France) Attribution: tatoeba.org #999634 (CK) & #1587324 (bunbuku)
Do you want me to hate you?	そんなに嫌われたいの？	CC-BY 2.0 (France) Attribution: tatoeba.org #1671444 (mookeee) & #1643651 (mookeee)
My guess is that it will be fine tomorrow.	あしたはよい天気だと思います。	CC-BY 2.0 (France) Attribution: tatoeba.org #71845 (CM) & #234467 (mookeee)
Tom brought me food.	トムが食べ物を持ってきてくれた。	CC-BY 2.0 (France) Attribution: tatoeba.org #8576364 (CK) & #8576366 (small_snow)
Wait, don't shoot!	待て、撃つな！	CC-BY 2.0 (France) Attribution: tatoeba.org #574212 (FeuDRenais) & #1046081 (bunbuku)
There is no clock in my room.	私の部屋には時計がない。	CC-BY 2.0 (France) Attribution: tatoeba.org #251763 (CK) & #162750 (Blanka_Meduzo)
You don't need to speak so loudly. I can hear you.	そんな大声出さなくても聞こえるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #7801998 (CK) & #3454155 (tommy_san)
I'm a university student.	大学生です。	CC-BY 2.0 (France) Attribution: tatoeba.org #568945 (FeuDRenais) & #137609 (tommy_san)
I'll be back by six o'clock.	六時までに戻ります。	CC-BY 2.0 (France) Attribution: tatoeba.org #262300 (CK) & #1055803 (bunbuku)
I can't put up with that noise any longer.	もうその騒音には我慢できない。	CC-BY 2.0 (France) Attribution: tatoeba.org #35736 (CK) & #194410 (bunbuku)
I wanted to be loved.	僕は愛されたかったんだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #8071300 (CK) & #8075150 (Ninja)
It's awfully dangerous.	もの凄く危険だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2766891 (CK) & #1920424 (Unaden)
He works from nine to five-thirty.	彼は九時から五時半まで働く。	CC-BY 2.0 (France) Attribution: tatoeba.org #288666 (CK) & #115005 (bunbuku)
Who'll take care of your cat then?	じゃあ、ネコの世話は誰がするの。	CC-BY 2.0 (France) Attribution: tatoeba.org #7826846 (CK) & #215912 (tommy__san)
I'll pay for it.	僕が払っとこう。	CC-BY 2.0 (France) Attribution: tatoeba.org #61644 (CK) & #82362 (bunbuku)
A hundred years is called a century.	１００年を１世紀と言う。	CC-BY 2.0 (France) Attribution: tatoeba.org #318299 (CK) & #1697721 (mookeee)
My father often goes to the United States on business.	父は仕事でよくアメリカに行きます。	CC-BY 2.0 (France) Attribution: tatoeba.org #1355898 (AMIKEMA) & #1061588 (bunbuku)
She went with him.	彼女は彼とつきあっていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #887593 (CK) & #1433200 (bunbuku)
You're going to be OK.	きっと大丈夫よ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2402255 (CK) & #3367118 (arnab)
Who is going to pick up the tab for this?	この費用は誰が出すの。	CC-BY 2.0 (France) Attribution: tatoeba.org #57463 (papabear) & #220144 (tommy__san)
Tom was unmarried.	トムは未婚だった。	CC-BY 2.0 (France) Attribution: tatoeba.org #2783980 (CK) & #2728128 (tommy_san)
Where's my brother?	お兄ちゃんはどこかな？	CC-BY 2.0 (France) Attribution: tatoeba.org #2254630 (CK) & #3573634 (arnab)
I am going to my room, where I can study.	私は自分の部屋に行きます。そこで勉強できますから。	CC-BY 2.0 (France) Attribution: tatoeba.org #261656 (CK) & #1185308 (bunbuku)
What time is your plane due to take off?	飛行機の出発予定は何時ですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #70417 (CM) & #997383 (mookeee)
I'm rolling in cash.	金なら腐るほどあるぜ。	CC-BY 2.0 (France) Attribution: tatoeba.org #7910860 (Graeme) & #3326205 (tommy_san)
Have you ever gone skiing with Tom?	トムとスキーに行ったことある？	CC-BY 2.0 (France) Attribution: tatoeba.org #6345022 (CK) & #8669771 (bunbuku)
Do you like traveling?	旅行は好きですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #6728883 (CK) & #1125025 (mookeee)
She complained that my salary was low.	彼女は私の給料が安いと文句を言った。	CC-BY 2.0 (France) Attribution: tatoeba.org #388594 (CK) & #1218415 (bunbuku)
Whales can remain submerged for a long time.	くじらは長い間水に潜っていられる。	CC-BY 2.0 (France) Attribution: tatoeba.org #63038 (CM) & #225700 (bunbuku)
Tom has a lot of books.	トムはたくさんの本を持っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #2761698 (sharptoothed) & #2852997 (tommy_san)
